name	document_code	anchor	occurrence
heresie	Flandres17_imp_Valenciennes1680_abrege	name8	Heresie
ciel	Flandres17_imp_Valenciennes1680_abrege	name9	le Ciel
dieu	Flandres17_imp_Valenciennes1680_abrege	name10	Dieu
etat	Flandres17_imp_mg1680	name2	Etat
Jules César	Flandres17_imp_mg1680	name3	Jules César
Jules César	Flandres17_imp_mg1680	name4	César
Bourgeois de Calais	Flandres17_imp_mg1680	name5	Témoin Eustache de S. Pierre
PhilippeVI de Valois	Flandres17_imp_mg1680	name6	Philippes de Valois
Edouard III	Flandres17_imp_mg1680	name7	Edoüard Roy d’Angleterre
Jean de Vienne	Flandres17_imp_mg1680	name8	Jean de Vienne
Edouard III	Flandres17_imp_mg1680	name9	Edoüard
EdouardIII	Flandres17_imp_mg1680	name10	Roy
Edouard III	Flandres17_imp_mg1680	name11	Edoüard
Philippa Hainaut	Flandres17_imp_mg1680	name12	Reyne
Edouard III	Flandres17_imp_mg1680	name13	Edoüard
Edouard III	Flandres17_imp_mg1680	name14	Roy
Philippe VI de Valois	Flandres17_imp_mg1680	name15	Philippes de Valois
Edouard III	Flandres17_imp_mg1680	name16	Edoüard
François de Guise	Flandres17_imp_mg1680	name17	Duc de Guise
Henry II	Flandres17_imp_mg1680	name18	Henry II
Henri IV	Flandres17_imp_mg1680	name19	Henry IV
Charles Quint	Flandres17_imp_mg1680	name20	Charles-Quint
eglise	Flandres17_imp_mg1680	name21	Eglise
Comte Badouin IV de Flandre	Flandres17_imp_mg1680	name22	Comte Baudoüin
Charlemagne	Flandres17_imp_mg1680	name23	Charlemagne
Ambrogio Spinola	Flandres17_imp_mg1680	name24	Marquis de Spinola
LouisII Bourbon de Condé	Flandres17_imp_mg1680	name25	Monsieur le Prince
entreprenant	Flandres17_imp_mg1680	name26	l’Entreprenant
sainte barbe	Flandres17_imp_mg1680	name27	Sainte Barbe
equipage	Flandres17_imp_mg1680	name28	Equipage
equipage	Flandres17_imp_mg1680	name29	Equipage
gaillard	Flandres17_imp_mg1680	name30	le Gaillard
equipage	Flandres17_imp_mg1680	name31	Equipage
gaillard	Flandres17_imp_mg1680	name32	le Gaillard
gaillard	Flandres17_imp_mg1680	name33	Gaillard
sainte barbe	Flandres17_imp_mg1680	name34	Sainte Barbe
entreprenant	Flandres17_imp_mg1680	name35	l’Entreprenant
equipage	Flandres17_imp_mg1680	name36	Equipage
abordage	Flandres17_imp_mg1680	name37	l’Abordage
entreprenant	Flandres17_imp_mg1680	name38	l’Entrepreant
equipage	Flandres17_imp_mg1680	name39	Equipage
equipage	Flandres17_imp_mg1680	name40	Equipage
abordage	Flandres17_imp_mg1680	name41	l’Abordage
equipage	Flandres17_imp_mg1680	name42	Equipage
adroit	Flandres17_imp_mg1680	name43	l’Adroit
serpente	Flandres17_imp_mg1680	name44	Serpente
adroit	Flandres17_imp_mg1680	name45	l’Adroit
adroit	Flandres17_imp_mg1680	name46	L’Adroit
serpente	Flandres17_imp_mg1680	name47	Serpente
serpente	Flandres17_imp_mg1680	name48	Serpente
adroit	Flandres17_imp_mg1680	name49	l’Adroit
equipage	Flandres17_imp_mg1680	name50	Equipage
equipage	Flandres17_imp_mg1680	name51	Equipage
entreprenant	Flandres17_imp_mg1680	name52	l’Entreprenant
victoire	Flandres17_imp_mg1680	name53	Victoire
Badouin IV de Flandre	Flandres17_imp_mg1680	name54	Comte Badoüin
Arnoul II de Flandre	Flandres17_imp_mg1680	name55	Comte Arnould
Monsieur le Prince	Flandres17_imp_mg1680	name56	Mósieur le Prince
geants	Flandres17_imp_mg1680	name57	Geans
dieu	Flandres17_imp_mg1680	name58	Dieu
geants	Flandres17_imp_mg1680	name59	Geans
geants	Flandres17_imp_mg1680	name60	Geans
jupiter	Flandres17_imp_mg1680	name61	Jupiter
jupiter	Flandres17_imp_mg1680	name62	Dieu
jupiter	Flandres17_imp_mg1680	name63	Jupiter
geants	Flandres17_imp_mg1680	name64	Geans
geants	Flandres17_imp_mg1680	name65	Geans
jupiter	Flandres17_imp_mg1680	name66	Jupiter
nymphes	Flandres17_imp_mg1680	name67	Nymphes
nymphes	Flandres17_imp_mg1680	name68	Nymphes
france	Flandres17_imp_mg1680	name69	France
nymphes	Flandres17_imp_mg1680	name70	Nymphe
france	Flandres17_imp_mg1680	name71	France
france	Flandres17_imp_mg1680	name72	France
nymphes	Flandres17_imp_mg1680	name73	Nymphe
espagne	Flandres17_imp_mg1680	name74	Espagne
france	Flandres17_imp_mg1680	name75	France
allemagne	Flandres17_imp_mg1680	name76	Allemagne
suede	Flandres17_imp_mg1680	name77	Suede
nymphes	Flandres17_imp_mg1680	name78	Nymphe
nymphes	Flandres17_imp_mg1680	name79	troisiéme
nymphes	Flandres17_imp_mg1680	name80	troisiéme
nymphes	Flandres17_imp_mg1680	name81	derniere
geants	Flandres17_imp_mg1680	name82	Geans
geants	Flandres17_imp_mg1680	name83	Geans
jupiter	Flandres17_imp_mg1680	name84	Jupiter
soleil	Flandres17_imp_mg1680	name85	Soleil
jupiter	Flandres17_imp_mg1680	name86	Souverain des Dieux
geants	Flandres17_imp_mg1680	name87	Geant
soleil	Flandres17_imp_mg1680	name88	Soleil
paix	Flandres17_imp_mg1680	name89	Paix
bacchus	Flandres17_imp_mg1680	name90	Bacchus
mars	Flandres17_imp_mg1680	name91	Mars
mars	Flandres17_imp_mg1680	name92	Dieu de la Guerre
ceres	Flandres17_imp_mg1680	name93	Cerés
saturne	Flandres17_imp_mg1680	name94	Saturne
saturne	Flandres17_imp_mg1680	name95	Dieu
paix	Flandres17_imp_mg1680	name96	Paix
minerve	Flandres17_imp_mg1680	name97	Minerve
minerve	Flandres17_imp_mg1680	name98	Déesse
apollon	Flandres17_imp_mg1680	name99	Apollon
pluton	Flandres17_imp_mg1680	name100	Pluton
mercure	Flandres17_imp_mg1680	name101	Mercure
flore	Flandres17_imp_mg1680	name102	Flore
zephirs	Flandres17_imp_mg1680	name103	Zéphirs
neptune	Flandres17_imp_mg1680	name104	Neptune
paix	Flandres17_imp_mg1680	name105	Paix
geants	Flandres17_imp_mg1680	name106	Geant
soleil	Flandres17_imp_mg1680	name107	Soleil
paix	Flandres17_imp_mg1680	name108	Paix
geants	Flandres17_imp_mg1680	name109	Geans
genies	Flandres17_imp_mg1680	name110	Génies
genies	Flandres17_imp_mg1680	name111	Génie
paix	Flandres17_imp_mg1680	name112	Paix
lille	Flandres17_imp_mg1680	name113	Ville
paix	Flandres17_imp_mg1680	name114	Paix
mercure	Flandres17_imp_mg1680	name115	Mercure
Badouin V de France	Flandres17_imp_mg1680	name116	Baudoüin le Debonnaire
BadouinIV_de_Flandre	Flandres17_imp_mg1680	name117	Baudoüin
Badouin V de Flandre	Flandres17_imp_mg1680	name118	Fils
Felipe III	Flandres17_imp_mg1680	name119	Roy d’Espagne
Bourgeois de Calais	Flandres17_imp_mg1680_calais	name2	Témoin Eustache de S. Pierre
Philippe VI de Valois	Flandres17_imp_mg1680_calais	name3	Philippes de Valois
Edouard III	Flandres17_imp_mg1680_calais	name4	Edoüard Roy d’Angleterre
Jean de Vienne	Flandres17_imp_mg1680_calais	name5	Jean de Vienne
Edouard III	Flandres17_imp_mg1680_calais	name6	Edoüard
Edouard III	Flandres17_imp_mg1680_calais	name7	Roy
Edouard III	Flandres17_imp_mg1680_calais	name8	Edoüard
philippa_hainaut	Flandres17_imp_mg1680_calais	name9	Reyne
Edouard III	Flandres17_imp_mg1680_calais	name10	Edoüard
Edouard III	Flandres17_imp_mg1680_calais	name11	Roy
Philippe VI de Valois	Flandres17_imp_mg1680_calais	name12	Philippes de Valois
edouardIII	Flandres17_imp_mg1680_calais	name13	Edoüard
François de Guise	Flandres17_imp_mg1680_calais	name14	Duc de Guise
Henry II	Flandres17_imp_mg1680_calais	name15	Henry II
Henry IV	Flandres17_imp_mg1680_calais	name16	Henry IV
eglise	Flandres17_imp_mg1680_dunkerque	name2	Eglise
Comte Badouin IV de Flandre	Flandres17_imp_mg1680_dunkerque	name3	Comte Baudoüin
Charlemagne	Flandres17_imp_mg1680_dunkerque	name4	Charlemagne
Ambrogio Spinola	Flandres17_imp_mg1680_dunkerque	name5	Marquis de Spinola
Louis II Bourbon de Condé	Flandres17_imp_mg1680_dunkerque	name6	Monsieur le Prince
Henri de la Tour d'Auvergne	Flandres17_imp_mg1680_dunkerque	name7	Mr le Maréchal de Turenne
entreprenant	Flandres17_imp_mg1680_dunkerque	name8	l’Entreprenant
sainte_barbe	Flandres17_imp_mg1680_dunkerque	name9	Sainte Barbe
equipage	Flandres17_imp_mg1680_dunkerque	name10	Equipage
equipage	Flandres17_imp_mg1680_dunkerque	name11	Equipage
gaillard	Flandres17_imp_mg1680_dunkerque	name12	le Gaillard
equipage	Flandres17_imp_mg1680_dunkerque	name13	Equipage
gaillard	Flandres17_imp_mg1680_dunkerque	name14	le Gaillard
gaillard	Flandres17_imp_mg1680_dunkerque	name15	Gaillard
sainte_barbe	Flandres17_imp_mg1680_dunkerque	name16	Sainte Barbe
entreprenant	Flandres17_imp_mg1680_dunkerque	name17	l’Entreprenant
equipage	Flandres17_imp_mg1680_dunkerque	name18	Equipage
abordage	Flandres17_imp_mg1680_dunkerque	name19	l’Abordage
entreprenant	Flandres17_imp_mg1680_dunkerque	name20	l’Entrepreant
equipage	Flandres17_imp_mg1680_dunkerque	name21	Equipage
equipage	Flandres17_imp_mg1680_dunkerque	name22	Equipage
abordage	Flandres17_imp_mg1680_dunkerque	name23	l’Abordage
equipage	Flandres17_imp_mg1680_dunkerque	name24	Equipage
adroit	Flandres17_imp_mg1680_dunkerque	name25	l’Adroit
serpente	Flandres17_imp_mg1680_dunkerque	name26	Serpente
adroit	Flandres17_imp_mg1680_dunkerque	name27	l’Adroit
adroit	Flandres17_imp_mg1680_dunkerque	name28	L’Adroit
serpente	Flandres17_imp_mg1680_dunkerque	name29	Serpente
serpente	Flandres17_imp_mg1680_dunkerque	name30	Serpente
adroit	Flandres17_imp_mg1680_dunkerque	name31	l’Adroit
equipage	Flandres17_imp_mg1680_dunkerque	name32	Equipage
equipage	Flandres17_imp_mg1680_dunkerque	name33	Equipage
entreprenant	Flandres17_imp_mg1680_dunkerque	name34	l’Entreprenant
etat	Flandres17_imp_mg1680_entre_beauvais_et_calais	name2	Etat
Jules César	Flandres17_imp_mg1680_entre_beauvais_et_calais	name3	Jules César
geants	Flandres17_imp_mg1680_lille	name2	Geans
dieu	Flandres17_imp_mg1680_lille	name3	Dieu
geants	Flandres17_imp_mg1680_lille	name4	Geans
geants	Flandres17_imp_mg1680_lille	name5	Geans
jupiter	Flandres17_imp_mg1680_lille	name6	Jupiter
jupiter	Flandres17_imp_mg1680_lille	name7	Dieu
jupiter	Flandres17_imp_mg1680_lille	name8	Jupiter
geants	Flandres17_imp_mg1680_lille	name9	Geans
geants	Flandres17_imp_mg1680_lille	name10	Geans
jupiter	Flandres17_imp_mg1680_lille	name11	Jupiter
nymphes	Flandres17_imp_mg1680_lille	name12	Nymphes
nymphes	Flandres17_imp_mg1680_lille	name13	Nymphes
france	Flandres17_imp_mg1680_lille	name14	France
nymphes	Flandres17_imp_mg1680_lille	name15	Nymphe
france	Flandres17_imp_mg1680_lille	name16	France
france	Flandres17_imp_mg1680_lille	name17	France
nymphes	Flandres17_imp_mg1680_lille	name18	Nymphe
espagne	Flandres17_imp_mg1680_lille	name19	Espagne
france	Flandres17_imp_mg1680_lille	name20	France
allemagne	Flandres17_imp_mg1680_lille	name21	Allemagne
suede	Flandres17_imp_mg1680_lille	name22	Suede
nymphes	Flandres17_imp_mg1680_lille	name23	Nymphe
nymphes	Flandres17_imp_mg1680_lille	name24	troisiéme
nymphes	Flandres17_imp_mg1680_lille	name25	troisiéme
nymphes	Flandres17_imp_mg1680_lille	name26	derniere
geants	Flandres17_imp_mg1680_lille	name27	Geans
geants	Flandres17_imp_mg1680_lille	name28	Geans
jupiter	Flandres17_imp_mg1680_lille	name29	Jupiter
soleil	Flandres17_imp_mg1680_lille	name30	Soleil
jupiter	Flandres17_imp_mg1680_lille	name31	Souverain des Dieux
geants	Flandres17_imp_mg1680_lille	name32	Geant
soleil	Flandres17_imp_mg1680_lille	name33	Soleil
paix	Flandres17_imp_mg1680_lille	name34	Paix
bacchus	Flandres17_imp_mg1680_lille	name35	Bacchus
mars	Flandres17_imp_mg1680_lille	name36	Mars
mars	Flandres17_imp_mg1680_lille	name37	Dieu de la Guerre
ceres	Flandres17_imp_mg1680_lille	name38	Cerés
saturne	Flandres17_imp_mg1680_lille	name39	Saturne
saturne	Flandres17_imp_mg1680_lille	name40	Dieu
paix	Flandres17_imp_mg1680_lille	name41	Paix
minerve	Flandres17_imp_mg1680_lille	name42	Minerve
minerve	Flandres17_imp_mg1680_lille	name43	Déesse
apollon	Flandres17_imp_mg1680_lille	name44	Apollon
pluton	Flandres17_imp_mg1680_lille	name45	Pluton
mercure	Flandres17_imp_mg1680_lille	name46	Mercure
flore	Flandres17_imp_mg1680_lille	name47	Flore
zephirs	Flandres17_imp_mg1680_lille	name48	Zéphirs
neptune	Flandres17_imp_mg1680_lille	name49	Neptune
paix	Flandres17_imp_mg1680_lille	name50	Paix
geants	Flandres17_imp_mg1680_lille	name51	Geant
soleil	Flandres17_imp_mg1680_lille	name52	Soleil
paix	Flandres17_imp_mg1680_lille	name53	Paix
geants	Flandres17_imp_mg1680_lille	name54	Geans
genies	Flandres17_imp_mg1680_lille	name55	Génies
genies	Flandres17_imp_mg1680_lille	name56	Génie
paix	Flandres17_imp_mg1680_lille	name57	Paix
lille	Flandres17_imp_mg1680_lille	name58	Ville
paix	Flandres17_imp_mg1680_lille	name59	Paix
mercure	Flandres17_imp_mg1680_lille	name60	Mercure
Badouin V de Flandre	Flandres17_imp_mg1680_lille	name61	Baudoüin le Debonnaire
Badouin IV de Flandre	Flandres17_imp_mg1680_lille	name62	Baudoüin
Badouin V de Flandre	Flandres17_imp_mg1680_lille	name63	Fils
Felipe III	Flandres17_imp_mg1680_lille	name64	Roy d’Espagne
Charles Quint	Flandres17_imp_mg1680_monquebour_gravelines	name2	Charles-Quint
victoire	Flandres17_imp_mg1680_ypres	name2	Victoire
Badouin IV de Flandre	Flandres17_imp_mg1680_ypres	name3	Comte Badoüin
Arnoul II de Flandre	Flandres17_imp_mg1680_ypres	name4	Comte Arnould
Monsieur le Prince	Flandres17_imp_mg1680_ypres	name5	Mósieur le Prince
Pères ricolet	Flandres17_ms_Chavatte	name2	peres ricolet
deesses	Flandres17_ms_Chavatte	name3	deesse
france	Flandres17_ms_Chavatte	name4	france
deesses	Flandres17_ms_Chavatte	name5	deesse
deesses	Flandres17_ms_Chavatte	name6	deesse
deesses	Flandres17_ms_Chavatte	name7	deesse
geants	Flandres17_ms_Chavatte	name8	geant
jupiter	Flandres17_ms_Chavatte	name9	jupiter
geants	Flandres17_ms_Chavatte	name10	geants
dieux	Flandres17_ms_Chavatte	name11	dieux
geants	Flandres17_ms_Chavatte	name12	geants
deesses	Flandres17_ms_Chavatte	name13	deesse
deesses	Flandres17_ms_Chavatte	name14	deesse
deesses	Flandres17_ms_Chavatte	name15	deesse
soleil	Flandres17_ms_Chavatte	name16	soleil
soleil	Flandres17_ms_Chavatte	name17	soleil
soleil	Flandres17_ms_Chavatte	name18	soleil
dieu	Flandres17_ms_Chavatte	name19	dieu
deesses	Flandres17_ms_Chavatte	name20	deesse
	merveilles17_imp_GalantsMaures_1685	name2	Stace
	merveilles17_imp_GalantsMaures_1685	name3	Neptune
	merveilles17_imp_GalantsMaures_1685	name4	Abenserrages
	merveilles17_imp_GalantsMaures_1685	name5	Zegris
	merveilles17_imp_GalantsMaures_1685	name6	Abenserrages
	merveilles17_imp_GalantsMaures_1685	name7	Gasuls
	merveilles17_imp_GalantsMaures_1685	name8	Alabeses
	merveilles17_imp_GalantsMaures_1685	name9	Almoradis 
	merveilles17_imp_GalantsMaures_1685	name10	Zegris
	merveilles17_imp_GalantsMaures_1685	name11	Vanégues
	merveilles17_imp_GalantsMaures_1685	name12	Goméles
	merveilles17_imp_GalantsMaures_1685	name13	Maces
	merveilles17_imp_GalantsMaures_1685	name14	Ismaël
	merveilles17_imp_GalantsMaures_1685	name15	Muley Hazen son Fils
	merveilles17_imp_GalantsMaures_1685	name16	Boaudilin
	merveilles17_imp_GalantsMaures_1685	name17	Muça
	merveilles17_imp_GalantsMaures_1685	name18	Boaudilin
	merveilles17_imp_GalantsMaures_1685	name19	El Rey Chico
	merveilles17_imp_GalantsMaures_1685	name20	Roy Chico
	merveilles17_imp_GalantsMaures_1685	name21	la Reyne
	merveilles17_imp_GalantsMaures_1685	name22	Muça
	merveilles17_imp_GalantsMaures_1685	name23	Darache
	merveilles17_imp_GalantsMaures_1685	name24	Darache
	merveilles17_imp_GalantsMaures_1685	name25	Abenhamete
	merveilles17_imp_GalantsMaures_1685	name26	cet Abenserrage
	merveilles17_imp_GalantsMaures_1685	name27	Muça
	merveilles17_imp_GalantsMaures_1685	name28	l’Abenserrage
	merveilles17_imp_GalantsMaures_1685	name29	Darache
	merveilles17_imp_GalantsMaures_1685	name30	Abenserrage
	merveilles17_imp_GalantsMaures_1685	name31	Muça
	merveilles17_imp_GalantsMaures_1685	name32	Abêhamete
	merveilles17_imp_GalantsMaures_1685	name33	Muça
	merveilles17_imp_GalantsMaures_1685	name34	Alabez
	merveilles17_imp_GalantsMaures_1685	name35	Abenhamete
	merveilles17_imp_GalantsMaures_1685	name36	Miramolin
	merveilles17_imp_GalantsMaures_1685	name37	Almoradis
	merveilles17_imp_GalantsMaures_1685	name38	Maliques Alabeses
	merveilles17_imp_GalantsMaures_1685	name39	Roy Almohabez
	merveilles17_imp_GalantsMaures_1685	name40	Maliques
	merveilles17_imp_GalantsMaures_1685	name41	Le Roy
	merveilles17_imp_GalantsMaures_1685	name42	Zaide
	merveilles17_imp_GalantsMaures_1685	name43	Audalla Tarfe
	merveilles17_imp_GalantsMaures_1685	name44	Zaide
	merveilles17_imp_GalantsMaures_1685	name45	Zaide
	merveilles17_imp_GalantsMaures_1685	name46	Zaide
	merveilles17_imp_GalantsMaures_1685	name47	Tarfe
	merveilles17_imp_GalantsMaures_1685	name48	Tarfe
	merveilles17_imp_GalantsMaures_1685	name49	Mohamad Zegri
	merveilles17_imp_GalantsMaures_1685	name50	Muça
	merveilles17_imp_GalantsMaures_1685	name51	Alabez
	merveilles17_imp_GalantsMaures_1685	name52	Mahomad Zegri
	merveilles17_imp_GalantsMaures_1685	name53	Mahomad
	merveilles17_imp_GalantsMaures_1685	name54	Mahomad
	merveilles17_imp_GalantsMaures_1685	name55	Mahomad
	merveilles17_imp_GalantsMaures_1685	name56	Caraman
	merveilles17_imp_GalantsMaures_1685	name57	Abenamin
	merveilles17_imp_GalantsMaures_1685	name58	Muce
	merveilles17_imp_GalantsMaures_1685	name59	Zelebin
	merveilles17_imp_GalantsMaures_1685	name60	Zuleme
	merveilles17_imp_GalantsMaures_1685	name61	Abindarays
	merveilles17_imp_GalantsMaures_1685	name62	Zayd
	merveilles17_imp_GalantsMaures_1685	name63	Abenamar
	merveilles17_imp_GalantsMaures_1685	name64	Hamat
	merveilles17_imp_GalantsMaures_1685	name65	Muley Hassen
	merveilles17_imp_GalantsMaures_1685	name66	Zarcan
	merveilles17_imp_GalantsMaures_1685	name67	Moraysel
	merveilles17_imp_GalantsMaures_1685	name68	Albayad
	merveilles17_imp_GalantsMaures_1685	name69	GAZULES
	merveilles17_imp_GalantsMaures_1685	name70	Gazul
	merveilles17_imp_GalantsMaures_1685	name71	Ortobule
	merveilles17_imp_GalantsMaures_1685	name72	Almadan
	merveilles17_imp_GalantsMaures_1685	name73	Almida
	merveilles17_imp_GalantsMaures_1685	name74	Morat
	merveilles17_imp_GalantsMaures_1685	name75	Aladul
	merveilles17_imp_GalantsMaures_1685	name76	Reduan
	merveilles17_imp_GalantsMaures_1685	name77	Abdalla
	merveilles17_imp_GalantsMaures_1685	name78	Abaza
	merveilles17_imp_GalantsMaures_1685	name79	Mecmet
	merveilles17_imp_GalantsMaures_1685	name80	Ibrahim
	merveilles17_imp_GalantsMaures_1685	name81	ALABESES
	merveilles17_imp_GalantsMaures_1685	name82	Alabez
	merveilles17_imp_GalantsMaures_1685	name83	Almanzor
	merveilles17_imp_GalantsMaures_1685	name84	Cidhamet
	merveilles17_imp_GalantsMaures_1685	name85	Zelindor
	merveilles17_imp_GalantsMaures_1685	name86	Alhamin
	merveilles17_imp_GalantsMaures_1685	name87	Ramire
	merveilles17_imp_GalantsMaures_1685	name88	Aldoradin
	merveilles17_imp_GalantsMaures_1685	name89	Orcame
	merveilles17_imp_GalantsMaures_1685	name90	Helyhamte
	merveilles17_imp_GalantsMaures_1685	name91	Alderic
	merveilles17_imp_GalantsMaures_1685	name92	ALMORADIS
	merveilles17_imp_GalantsMaures_1685	name93	Almorady
	merveilles17_imp_GalantsMaures_1685	name94	Zagabi
	merveilles17_imp_GalantsMaures_1685	name95	Odomar
	merveilles17_imp_GalantsMaures_1685	name96	Azahide
	merveilles17_imp_GalantsMaures_1685	name97	Almohabes
	merveilles17_imp_GalantsMaures_1685	name98	Azarque
	merveilles17_imp_GalantsMaures_1685	name99	Delimant
	merveilles17_imp_GalantsMaures_1685	name100	Omar
	merveilles17_imp_GalantsMaures_1685	name101	Almeric
	merveilles17_imp_GalantsMaures_1685	name102	Benavide
	merveilles17_imp_GalantsMaures_1685	name103	Méduse
	merveilles17_imp_GalantsMaures_1685	name104	Méduse
	merveilles17_imp_GalantsMaures_1685	name105	Abderame
	merveilles17_imp_GalantsMaures_1685	name106	Amurat
	merveilles17_imp_GalantsMaures_1685	name107	ZEGRIS
	merveilles17_imp_GalantsMaures_1685	name108	Mahomad
	merveilles17_imp_GalantsMaures_1685	name109	Zelim
	merveilles17_imp_GalantsMaures_1685	name110	Dragut
	merveilles17_imp_GalantsMaures_1685	name111	Tharsis
	merveilles17_imp_GalantsMaures_1685	name112	Audalsa
