technique_code	document_code	anchor	occurrence
construction	merveilles17_i_pie1673	tech55	Rondeau
lumieres	merveilles17_i_pie1673	tech56	deux flambeaux
bruitage	merveilles17_i_pie1673	tech57	un coup de Tonnerre
lumieres	merveilles17_i_pie1673	tech58	plusieurs éclairs
feu-artifice	merveilles17_i_pie1673	tech59	Feu d’artifice
	merveilles17_i_pie1673	tech60	Ballet
construction	merveilles17_i_pie1673	tech61	Palais d’AIcine
machine_vol	merveilles17_i_pie1673	tech62	nombre des fusées volantes
feu-artifice	merveilles17_i_pie1673	tech63	Feu d’artifice
construction	merveilles17_i_pieguignard1668_001	tech1	de hautes toilles, des bastimens de bois
lumieres	merveilles17_i_pieguignard1668_001	tech2	vn nombre prodigieux de flambeaux de cire blanche
lumieres	merveilles17_i_pieguignard1668_001	tech3	quatre mille bougies
	merveilles17_i_pieguignard1668_001	tech4	Ballets
construction	merveilles17_i_pieguignard1668_001	tech5	vn Rond
construction	merveilles17_i_pieguignard1668_001	tech6	hautes palissades
construction	merveilles17_i_pieguignard1668_001	tech7	quatre Portiques
costume	merveilles17_i_pieguignard1668_001	tech8	vestu d’vn habit à l’antique
costume	merveilles17_i_pieguignard1668_001	tech9	fort richement habillé de couleur de feu
costume	merveilles17_i_pieguignard1668_001	tech10	habillé de sa livrée de toile d’argent enrichie d’or, avec des plumes incarnates & noires, et les rubans de mesme
costume	merveilles17_i_pieguignard1668_001	tech11	vestu de couleur de feu, argent & noir, & le reste de la livrée semblable
costume	merveilles17_i_pieguignard1668_001	tech12	habillez de satin couleur de feu, & argent ; leurs plumes de la mesme livrée, & les caparaçons de leurs chevaux couverts d’vne pareille broderie, avec des soleils d’or fort éclattans aux banderoles des Trõpettes, & les couvertures des tymbales
costume	merveilles17_i_pieguignard1668_001	tech13	armé à la Grecque
animal	merveilles17_i_pieguignard1668_001	tech14	vn des plus beaux chevaux du monde
costume	merveilles17_i_pieguignard1668_001	tech15	armée à la façon des Grecs
costume	merveilles17_i_pieguignard1668_001	tech16	portant la couleur de feu & le noir, sous vne riche broderie d’argent ; & ses plumes
costume	merveilles17_i_pieguignard1668_001	tech17	vn habit de cette couleur en broderie d’or, & de geaix ; ses plumes, son cheval, & sa lance assortissoient à sa livrée
animal	merveilles17_i_pieguignard1668_001	tech18	vn cheval blanc bardé de la mesme couleur
costume	merveilles17_i_pieguignard1668_001	tech19	vestus, l’vn d’incarnat avec or & argent ; & l’autre de vert, blanc & argent
animal	merveilles17_i_pieguignard1668_001	tech20	leurs cheuaux
costume	merveilles17_i_pieguignard1668_001	tech21	vestu d’incarnat & blanc ; et l’autre de iaune, blanc & noir, enrichis de broderie d’argent, leur livrée de mesme
costume	merveilles17_i_pieguignard1668_001	tech22	l’vn portoit le bleu & argent, & l’autre le bleu, blanc & noir, avec or & argent ; leurs plumes
costume	merveilles17_i_pieguignard1668_001	tech23	la couleur de chair & argent, & l’autre gris de lin, blanc, & argent : toute leur livrée estant plus riche, & la mieux assortie du monde
costume	merveilles17_i_pieguignard1668_001	tech24	sa livrée la couleur de feu, blanc, & argent : vn grand nombre de diamans estoient attachez sur la magnifique
costume	merveilles17_i_pieguignard1668_001	tech25	Broderie, dont sa cuirasse & son bas de soye estoient couverts ; son casque & le harnois de son cheval en estant aussi enrichis
machine_temps	merveilles17_i_pieguignard1668_001	tech26	VN Char
machine_temps	merveilles17_i_pieguignard1668_001	tech27	Char
costume	merveilles17_i_pieguignard1668_001	tech28	riches habits
machine_temps	merveilles17_i_pieguignard1668_001	tech29	ce Char
animal	merveilles17_i_pieguignard1668_001	tech30	Quatre chevaux d’vne taille & d’vne beauté peu communes
machine_temps	merveilles17_i_pieguignard1668_001	tech31	Machine
machine_temps	merveilles17_i_pieguignard1668_001	tech32	ce Char
costume	merveilles17_i_pieguignard1668_001	tech33	fort proprement vestus de leurs livrées, avec quantité de plumes
costume	merveilles17_i_pieguignard1668_001	tech34	des vestes couleur de feu enrichies d’argent, & des coiffures de mesme
machine_temps	merveilles17_i_pieguignard1668_001	tech35	Char
lumieres	merveilles17_i_pieguignard1668_001	tech36	vn nombre infiny de lumieres
animal	merveilles17_i_pieguignard1668_001	tech37	vn cheval d’Espagne
costume	merveilles17_i_pieguignard1668_001	tech38	son habit estoit verd en broderie d’argent, & de fleurs au naturel
animal	merveilles17_i_pieguignard1668_001	tech39	vn Elephant
animal	merveilles17_i_pieguignard1668_001	tech40	vn Chameau.
animal	merveilles17_i_pieguignard1668_001	tech41	vn Ours
machine_vol	merveilles17_i_pieguignard1668_001	tech42	vne Machine
construction	merveilles17_i_pieguignard1668_001	tech43	vn petit Theatre
construction	merveilles17_i_pieguignard1668_001	tech44	hautes palissades
lumieres	merveilles17_i_pieguignard1668_001	tech45	vn nombre infiny de chãdeliers peints de vert & d’argent, portant chacun vingt-quatre bougies, & deux cens flambeaux de cire blanche, tenus par autant de personnes vestus en Masques
costume	merveilles17_i_pieguignard1668_001	tech46	Casques couverts de de plumes de differentes couleurs, & leurs habits de la Course
construction	merveilles17_i_pieguignard1668_001	tech47	le Palais d’Alcine
decor	merveilles17_i_pieguignard1668_001	tech48	l’Isle flotante
construction	merveilles17_i_pieguignard1668_001	tech49	toilles
construction	merveilles17_i_pieguignard1668_001	tech50	tout ce rond d’vne espece de Dome
lumieres	merveilles17_i_pieguignard1668_001	tech51	le grãd nõbre de Flambeaux & de Bougies
construction	merveilles17_i_pieguignard1668_001	tech52	le Theatre
	merveilles17_i_pieguignard1668_001	tech53	Commedie
	merveilles17_i_pieguignard1668_001	tech54	courses de Chars
	merveilles17_i_pieguignard1668_001	tech55	la Comedie
	merveilles17_i_pieguignard1668_001	tech56	le Theatre la machine
	merveilles17_i_pieguignard1668_001	tech57	vn concert
construction	merveilles17_i_pieguignard1668_001	tech58	le grand Rondeau
construction	merveilles17_i_pieguignard1668_001	tech59	le Palais d’Alcine
construction	merveilles17_i_pieguignard1668_001	tech60	ce Rondeau
construction	merveilles17_i_pieguignard1668_001	tech61	vn rocher
decor	merveilles17_i_pieguignard1668_001	tech62	vne Isle
animal	merveilles17_i_pieguignard1668_001	tech63	divers animaux
decor	merveilles17_i_pieguignard1668_001	tech64	Deux autres Isles
construction	merveilles17_i_pieguignard1668_001	tech65	Rondeau
lumieres	merveilles17_i_pieguignard1668_001	tech66	ces lumieres
decor	merveilles17_i_pieguignard1668_001	tech67	vne des deux Isles qui paroissoient aux costez de la premiere
construction	merveilles17_i_pieguignard1668_001	tech68	le rocher
machine_eau	merveilles17_i_pieguignard1668_001	tech69	Monstre Marin d’vne grandeur prodigieuse.
machine_eau	merveilles17_i_pieguignard1668_001	tech70	grãdes Baleines
construction	merveilles17_i_pieguignard1668_001	tech71	Rondeau
lumieres	merveilles17_i_pieguignard1668_001	tech72	deux flambeaux
bruitage	merveilles17_i_pieguignard1668_001	tech73	vn coup de tonnerre
lumieres	merveilles17_i_pieguignard1668_001	tech74	plusieurs éclairs
construction	merveilles17_i_pieguignard1668_001	tech75	Palais
feu-artifice	merveilles17_i_pieguignard1668_001	tech76	vn feu d’artifice
construction	merveilles17_i_pieguignard1668_001	tech77	Palais d’Alcine
machine_vol	merveilles17_i_pieguignard1668_001	tech78	fusées volantes
feu-artifice	merveilles17_i_pieguignard1668_001	tech79	Feu d’artifice
bruitage	merveilles17_i_pieguignard1668_001	tech80	vn bruit & vne lõgueur extraordinaire
construction	merveilles17_i_pieguignard1668_001	tech81	vn de ces Theatres doubles
construction	merveilles17_ms_amours-philidor	tech	Le Théatre
construction	merveilles17_ms_pie-bizincourt	tech1	Palais d’Alcine
musique	merveilles17_ms_pie-bizincourt	tech2	musique
machine_terre	merveilles17_ms_pie-bizincourt	tech3	vn Char
construction	merveilles17_ms_pie-bizincourt	tech4	vn des quatre Portiques
lumieres	merveilles17_ms_pie-bizincourt	tech5	nombre infiny de lumieres
machine_vol	merveilles17_ms_pie-bizincourt	tech6	vne Machine portée en l’Air
musique	merveilles17_ms_pie-bizincourt	tech7	vn concert de Musique
costume	merveilles17_ms_pie-bizincourt	tech8	armez à la Grecques
construction	merveilles17_ms_pie-bizincourt	tech9	son Palais
decor	merveilles17_ms_pie-bizincourt	tech10	deux Îles sutucés aux deux cotez du Palais d’Alcine
construction	merveilles17_ms_pie-bizincourt	tech11	le Palais
lumieres	merveilles17_ms_pie-bizincourt	tech12	deux flambeaux
construction	merveilles17_ms_pie-bizincourt	tech13	Palais
construction	merveilles17_ms_pie-bizincourt	tech14	Palais
feu-artifice	merveilles17_ms_pie-bizincourt	tech15	feu d’artifice
construction	merveilles17_ms_piephilidor_001	tech1	De hautes toiles, des bastimens de bois
lumieres	merveilles17_ms_piephilidor_001	tech2	vn nombre prodigieux de flambeaux de cire blanche
lumieres	merveilles17_ms_piephilidor_001	tech3	quatre mille bougies
construction	merveilles17_ms_piephilidor_001	tech4	hautes palissades
construction	merveilles17_ms_piephilidor_001	tech5	quatre portiques
costume	merveilles17_ms_piephilidor_001	tech6	vestu d’vn habit à l’antique
costume	merveilles17_ms_piephilidor_001	tech7	armé à la Grecque
costume	merveilles17_ms_piephilidor_001	tech8	armée à la façon des Grecs
machine_terre	merveilles17_ms_piephilidor_001	tech9	Vn char
lumieres	merveilles17_ms_piephilidor_001	tech10	brillante de lumieres
machine_temps	merveilles17_ms_piephilidor_001	tech11	char
machine_temps	merveilles17_ms_piephilidor_001	tech12	Char
animal	merveilles17_ms_piephilidor_001	tech13	Quatre cheuaux d’vne taille, et d’vne beauté peu communes
machine_temps	merveilles17_ms_piephilidor_001	tech14	Machine
costume	merveilles17_ms_piephilidor_001	tech15	habillez fort superbement
machine_temps	merveilles17_ms_piephilidor_001	tech16	char
costume	merveilles17_ms_piephilidor_001	tech17	vetus de leurs liurées, auec quantité de plumes
machine_temps	merveilles17_ms_piephilidor_001	tech18	char
lumieres	merveilles17_ms_piephilidor_001	tech19	vn nombre Infiny de lumieres
animal	merveilles17_ms_piephilidor_001	tech20	un cheual d’Espagne
costume	merveilles17_ms_piephilidor_001	tech21	Son habit estoit vert en broderie d’argent, et de fleurs au naturel
animal	merveilles17_ms_piephilidor_001	tech22	un Elephant
animal	merveilles17_ms_piephilidor_001	tech23	vn Chameau
animal	merveilles17_ms_piephilidor_001	tech24	vn Ours
costume	merveilles17_ms_piephilidor_001	tech25	Vêtus d’habits conformes à cette profession, mais fort riches
machine_terre	merveilles17_ms_piephilidor_001	tech26	vne machine
construction	merveilles17_ms_piephilidor_001	tech27	Theatre
construction	merveilles17_ms_piephilidor_001	tech28	hautes palissades
lumieres	merveilles17_ms_piephilidor_001	tech29	Vn nombre infiny de chandeliers peints de vert, et d’argent, portant chacun vingt quatre bougies, et deux cens flambeaux de cire blanche
costume	merveilles17_ms_piephilidor_001	tech30	auec leurs casques couuerts de plumes de differentes couleurs, et leurs habits de la Course
construction	merveilles17_ms_piephilidor_001	tech31	Rondeau
construction	merveilles17_ms_piephilidor_001	tech32	ce Rondeau
construction	merveilles17_ms_piephilidor_001	tech33	vn Rocher
decor	merveilles17_ms_piephilidor_001	tech34	vne Isle
animal	merveilles17_ms_piephilidor_001	tech35	couuerte de diuers animaux, comme s’ils eussent voulu en défendre l’entrée.
decor	merveilles17_ms_piephilidor_001	tech36	Deux autres Isles plus longues
construction	merveilles17_ms_piephilidor_001	tech37	Rondeau
lumieres	merveilles17_ms_piephilidor_001	tech38	ces lumieres
decor	merveilles17_ms_piephilidor_001	tech39	vne des deux Isles qui paroissoient aux costez de la premiere
decor	merveilles17_ms_piephilidor_001	tech40	L'autre qui estoit opposée
construction	merveilles17_ms_piephilidor_001	tech41	le Rocher
machine_eau	merveilles17_ms_piephilidor_001	tech42	grandes Balaines
construction	merveilles17_ms_piephilidor_001	tech43	Rondeau
construction	merveilles17_ms_piephilidor_001	tech44	Palais d’Alcine
construction	merveilles17_ms_piephilidor_001	tech45	Palais d’Alcine
machine_vol	merveilles17_ms_piephilidor_001	tech46	le nombre des fusées volantes
feu-artifice	merveilles17_ms_piephilidor_001	tech47	feu d’artifice
bruitage	merveilles17_ms_piephilidor_001	tech48	vn bruit, et vne longueur extraordinaire
construction	merveilles17_ms_piephilidor_001	tech49	vn de ces Théatres doubles
construction	merveilles17_p_gazette16640216	tech1	Théâtre
decor	merveilles17_p_gazette16640216	tech2	la premiére décoration du Théatre; & se change en vne Mer
costume	merveilles17_p_gazette16640216	tech3	déguisez en Rameurs
costume	merveilles17_p_gazette16640216	tech4	Iardiniers
costume	merveilles17_p_gazette16640216	tech5	déguisez, aussi
decor	merveilles17_p_gazette16640216	tech6	Palais enchanté d’Armide
costume	merveilles17_p_gazette16640216	tech7	l’habit de Bergers
decor	merveilles17_p_gazette16640216	tech8	Palais
machine_eau	merveilles17_p_gazette16640216	tech9	Machine
machine_eau	merveilles17_p_gazette16640216	tech10	Conque marine
costume	merveilles17_p_gazette16640216	tech11	Nymphes
lumieres	merveilles17_p_gazette16640216	tech12	Flambeaux
costume	merveilles17_p_gazette16640216	tech13	Grecs
lumieres	merveilles17_p_gazette16640216	tech14	flambeaux
lumieres	merveilles17_p_gazette16640216	tech15	infinité de cierges
lumieres	merveilles17_p_gazette16640510	tech1	plus de deux mille lumiéres
feu-artifice	merveilles17_p_gazette16640510	tech2	feu d’Artifice
musique	merveilles17_p_gazette16640528	tech1	Musique
construction	merveilles17_p_gazette16640528	tech2	grands Portiques de verdure
construction	merveilles17_p_gazette16640528	tech3	vn Rond
construction	merveilles17_p_gazette16640528	tech4	hauts Dais
construction	merveilles17_p_gazette16640528	tech5	Echafaux
costume	merveilles17_p_gazette16640528	tech6	richement vestus à la Gréque
machine_temps	merveilles17_p_gazette16640528	tech7	vn Char de Triomphe
machine_temps	merveilles17_p_gazette16640528	tech8	roulante Machine
animal	merveilles17_p_gazette16640528	tech9	quatre grands chevaux qui représentoyent les quatre Saisons, par les différantes couleurs de leur poil.
machine_temps	merveilles17_p_gazette16640528	tech10	le Char
lumieres	merveilles17_p_gazette16640528	tech11	nombre infini de flambeaux sur des chandeliers suspendus
animal	merveilles17_p_gazette16640528	tech12	vn cheval de Naples
animal	merveilles17_p_gazette16640528	tech13	vn Eléphant d’Ethiopie
animal	merveilles17_p_gazette16640528	tech14	vn Chameau d’Asie
animal	merveilles17_p_gazette16640528	tech15	vn Ours d’Hybernie
animal	merveilles17_p_gazette16640528	tech16	les 4 Animaux
machine_terre	merveilles17_p_gazette16640528	tech17	vne Machine
machine_terre	merveilles17_p_gazette16640528	tech18	Machine
lumieres	merveilles17_p_gazette16640528	tech19	des flambeaux
machine	merveilles17_p_gazette16640528	tech20	les Machines
construction	merveilles17_p_gazette16640528	tech21	Echafaut
lumieres	merveilles17_p_gazette16640528	tech22	72 flambeaux
construction	merveilles17_p_gazette16640528	tech23	Echafaux, vis à vis vn autre Portique fermé par vn Rideau
lumieres	merveilles17_p_gazette16640528	tech24	quantité de Lustres
construction	merveilles17_p_gazette16640528	tech25	vn Rondeau
construction	merveilles17_p_gazette16640528	tech26	vn Rocher
construction	merveilles17_p_gazette16640528	tech27	vn autre de huit pieds de large, & d’autant de haut
decor	merveilles17_p_gazette16640528	tech28	cette Isle
construction	merveilles17_p_gazette16640528	tech29	encor deux
construction	merveilles17_p_gazette16640528	tech30	Ces Rochers
costume	merveilles17_p_gazette16640528	tech31	vestus de tres magnifiques habits
construction	merveilles17_p_gazette16640528	tech32	Rondeau
lumieres	merveilles17_p_gazette16640528	tech33	prodigieuse quantité de flambeaux d’autres lumiéres
construction	merveilles17_p_gazette16640528	tech34	Amphitéatres
decor	merveilles17_p_gazette16640528	tech35	l’Isle
construction	merveilles17_p_gazette16640528	tech36	Rochers
construction	merveilles17_p_gazette16640528	tech37	Rondeau
construction	merveilles17_p_gazette16640528	tech38	Palais
trappe	merveilles17_p_gazette16640528	tech39	artifice
construction	merveilles17_p_gazette16640528	tech40	Rocher
construction	merveilles17_p_gazette16640528	tech41	Palais
construction	merveilles17_p_gazette16640528	tech42	Rocher
machine	merveilles17_p_gazette16640528	tech43	Machines
construction	merveilles17_p_gazette16640528	tech44	les Rochers
lumieres	merveilles17_p_gazette16640528	tech45	deux flambeaux
costume	merveilles17_p_gazette16640528	tech46	déguisée en
construction	merveilles17_p_gazette16640528	tech47	Palais
lumieres	merveilles17_p_gazette16640528	tech48	vn flambeau
feu-artifice	merveilles17_p_gazette16640528	tech49	Feu d’artifice
costume	merveilles17_p_loret16640216	tech	Les habits êtoient admirables
costume	merveilles17_p_loret16640510	tech1	habits fort galans
costume	merveilles17_p_loret16640510	tech2	D’argent, de soye et d’or, brillans
lumieres	merveilles17_p_loret16640510	tech3	deux mille bougies
lumieres	merveilles17_p_loret16640510	tech4	Feux
feu-artifice	merveilles17_p_loret16640510	tech5	Mille feux
machine	merveilles17_p_loret16640510	tech6	Machines surprenantes
costume	merveilles17_p_loret16640802	tech1	Vêtu d’un fort beau cramoisy
costume	merveilles17_p_loret16640802	tech2	brillante Livrée
lumieres	merveilles17_p_loret16640802	tech3	flambeaux
decor	merveilles17_p_loret16640809	tech	Mille beaux rubans
